Company,Company Path,Country,Industry,Earnings,Employees,Marketcap,Net-Assets,Operating-Margin,Pe-Ratio,Ps-Ratio,Revenue,Total-Assets,Total-Debt,Total-Liabilities
China Oilfield Services,https://companiesmarketcap.com/china-oilfield-services,China,Oil&Gas,730000000,15151,9780000000,5810000000,,15.5,1.48,6210000000,11410000000,3160000000,5600000000
Idemitsu Kosan,https://companiesmarketcap.com/idemitsu-kosan,Japan,Oil&Gas,2180000000,14363,9750000000,12990000000,0.0169,2.58,0.161,61030000000,37400000000,10120000000,24410000000
Technip Energies,https://companiesmarketcap.com/technip-energies,France,Oil&Gas,540000000,13530,4280000000,2150000000,,8.55,0.6248,6630000000,9580000000,1090000000,7420000000
Southwest Gas,https://companiesmarketcap.com/southwest-gas,USA,Oil&Gas,190000000,13359,5210000000,3410000000,-0.0501,-22.2,0.9627,5430000000,11860000000,5280000000,8450000000
Phillips 66,https://companiesmarketcap.com/phillips-66,USA,Oil&Gas,10390000000,13000,69020000000,31650000000,0.0997,9.93,0.4801,1.4739E+11,75500000000,19350000000,43850000000
Energy Transfer Partners,https://companiesmarketcap.com/energy-transfer-partners,USA,Oil&Gas,8170000000,12565,51930000000,44710000000,0.1012,14.8,0.672,78580000000,1.1369E+11,53220000000,68980000000
Nabors Industries,https://companiesmarketcap.com/nabors-industries,Bermuda,Oil&Gas,120000000,12000,750000000,1280000000,-0.0002,-8.63,0.2564,3000000000,5270000000,3140000000,3990000000
Occidental Petroleum,https://companiesmarketcap.com/occidental-petroleum,USA,Oil&Gas,7370000000,11973,61170000000,30340000000,0.3853,10.8,2.17,28250000000,74000000000,20910000000,43650000000
Aker Solutions ASA,https://companiesmarketcap.com/aker-solutions,Norway,Oil&Gas,35070000,11473,1740000000,1860000000,,122,0.5812,3060000000,4050000000,340000000,2190000000
Enbridge,https://companiesmarketcap.com/enbridge,Canada,Oil&Gas,5890000000,11100,72650000000,48700000000,0.1277,24.7,2.27,32580000000,1.3619E+11,61330000000,87490000000
Kinder Morgan,https://companiesmarketcap.com/kinder-morgan,USA,Oil&Gas,4250000000,10525,40230000000,31720000000,0.247,16.7,2.66,15330000000,71020000000,32110000000,39290000000
CIMC Enric,https://companiesmarketcap.com/cimc-enric,China,Oil&Gas,200000000,10500,2010000000,1350000000,,,0.7224,2840000000,3250000000,370000000,1890000000
ACEA,https://companiesmarketcap.com/acea,Italy,Oil&Gas,680000000,10482,3540000000,2930000000,0.1111,14.2,0.7305,4880000000,12490000000,6100000000,9560000000
Ultrapar Participacoes,https://companiesmarketcap.com/ultrapar-participacoes,Brazil,Oil&Gas,960000000,10156,5780000000,2620000000,0.0279,22.6,0.245,25330000000,7220000000,2750000000,4590000000
Canadian Natural Resources,https://companiesmarketcap.com/canadian-natural-resources,Canada,Oil&Gas,7580000000,10035,84850000000,30080000000,0.2177,16.1,2.87,30460000000,57370000000,8150000000,27280000000
Iren,https://companiesmarketcap.com/iren,Italy,Oil&Gas,510000000,10000,2400000000,3410000000,0.0615,9.62,0.3357,7160000000,11580000000,190000000,8170000000
ConocoPhillips,https://companiesmarketcap.com/conocophillips,USA,Oil&Gas,16280000000,9800,1.5364E+11,49270000000,0.3086,14.5,2.77,56140000000,95920000000,18930000000,46640000000
Valero Energy,https://companiesmarketcap.com/valero,USA,Oil&Gas,12360000000,9716,57170000000,28520000000,0.0867,6.03,0.4029,1.4476E+11,63050000000,12630000000,34530000000
Ampol,https://companiesmarketcap.com/ampol,Australia,Oil&Gas,650000000,9200,6050000000,2700000000,0.0274,17.4,0.2285,25680000000,8710000000,2510000000,6010000000
Aldrees Petroleum and Transport Services,https://companiesmarketcap.com/aldrees-petroleum-and-transport-services,Saudi Arabia,Oil&Gas,110000000,9199,3380000000,320000000,,47,0.8542,3950000000,2000000000,1110000000,1670000000
Hindustan Petroleum,https://companiesmarketcap.com/hindustan-petroleum,India,Oil&Gas,2960000000,9065,8120000000,5420000000,0.0305,8.19,0.1611,51520000000,21380000000,6980000000,15950000000
Bharat Petroleum,https://companiesmarketcap.com/bharat-petroleum,India,Oil&Gas,4650000000,8594,15570000000,8540000000,0.0525,4.63,0.2929,53590000000,25410000000,6780000000,16860000000
Expro Group,https://companiesmarketcap.com/expro-group,USA,Oil&Gas,24890000,7800,2150000000,1290000000,0.0364,,1.5,1510000000,2010000000,110000000,710000000
ATCO,https://companiesmarketcap.com/atco,Canada,Oil&Gas,1150000000,7580,2990000000,6410000000,0.185,9.92,0.8653,3530000000,19150000000,8430000000,12730000000
TC Energy,https://companiesmarketcap.com/tc-energy,Canada,Oil&Gas,4920000000,7477,37460000000,29460000000,0.0917,52.6,3.23,11890000000,94440000000,48040000000,64970000000
Formosa Taffeta,https://companiesmarketcap.com/formosa-taffeta,Taiwan,Oil&Gas,28870000,7400,1170000000,1770000000,0.103,27,1.28,910000000,2330000000,450000000,560000000
Helmerich & Payne,https://companiesmarketcap.com/helmerich-payne,USA,Oil&Gas,600000000,7100,4120000000,2750000000,0.015,11.1,1.48,2820000000,4420000000,540000000,1660000000
Galp Energia,https://companiesmarketcap.com/galp-energia,Portugal,Oil&Gas,3430000000,6715,13190000000,5700000000,0.1284,13,0.5849,23380000000,17040000000,5120000000,11330000000
Patterson-UTI Energy,https://companiesmarketcap.com/patterson-uti-energy,USA,Oil&Gas,300000000,6500,4700000000,4820000000,0.1272,7.3,1.16,4140000000,7420000000,1340000000,2590000000
Fuchs Petrolub,https://companiesmarketcap.com/fuchs-petrolub,Germany,Oil&Gas,450000000,6261,5860000000,1990000000,0.1065,10.8,1.54,3840000000,2670000000,69650000,680000000
Oil India,https://companiesmarketcap.com/oil-india,India,Oil&Gas,1050000000,6256,7930000000,5280000000,0.3368,9.2,2.25,3660000000,9690000000,2690000000,4410000000
Neste,https://companiesmarketcap.com/neste,Finland,Oil&Gas,1850000000,6104,22330000000,9350000000,0.061,13.8,0.9217,24870000000,17670000000,4490000000,8310000000
Toho Gas,https://companiesmarketcap.com/toho-gas,Japan,Oil&Gas,420000000,6080,2490000000,3100000000,0.0598,7.98,0.5164,4750000000,4960000000,850000000,1850000000
Türkiye Petrol Rafinerileri,https://companiesmarketcap.com/turkiye-petrol-rafinerileri,Turkey,Oil&Gas,2560000000,6043,11220000000,6990000000,0.1012,4.7,0.4312,26060000000,12640000000,1210000000,5640000000
Murphy USA,https://companiesmarketcap.com/murphy-usa,USA,Oil&Gas,730000000,6000,8580000000,820000000,0.034,17,0.397,21520000000,4340000000,2270000000,3510000000
Cenovus Energy,https://companiesmarketcap.com/cenovus-energy,Canada,Oil&Gas,3750000000,5998,39100000000,21680000000,0.0829,13.2,0.9516,41390000000,40720000000,7510000000,19030000000
National Energy Services Reunited,https://companiesmarketcap.com/national-energy-services-reunited,USA,Oil&Gas,-60580000,5968,830000000,800000000,0.0509,21.1,0.9589,870000000,1820000000,560000000,1020000000
Romgaz,https://companiesmarketcap.com/romgaz,Romania,Oil&Gas,1200000000,5944,4410000000,2330000000,,10.9,2.17,2030000000,3230000000,260000000,900000000
Edison,https://companiesmarketcap.com/edison,Italy,Oil&Gas,840000000,5818,7960000000,7620000000,0.0186,55.2,0.4016,20000000000,15060000000,1150000000,7440000000
Imperial Oil,https://companiesmarketcap.com/imperial-oil,Canada,Oil&Gas,4790000000,5300,37470000000,16780000000,0.1657,10.8,1.07,36040000000,31110000000,3270000000,14330000000
ADES Holding Company,https://companiesmarketcap.com/ades-holding-company,Saudi Arabia,Oil&Gas,340000000,5275,5510000000,1540000000,,,,1150000000,5180000000,2930000000,3640000000
HF Sinclair,https://companiesmarketcap.com/hf-sinclair,USA,Oil&Gas,2340000000,5223,11820000000,10230000000,0.103,5.27,0.3786,31960000000,17710000000,3090000000,7470000000
UGI Corporation,https://companiesmarketcap.com/ugi-corporation,USA,Oil&Gas,-7000000,5160,4910000000,4430000000,0.0202,-3.63,0.6069,8290000000,15710000000,7380000000,11280000000
Williams Companies,https://companiesmarketcap.com/williams-companies,USA,Oil&Gas,5640000000,5043,46390000000,14890000000,0.2318,17.3,4.31,10900000000,52620000000,26460000000,37730000000
Transocean,https://companiesmarketcap.com/transocean,Switzerland,Oil&Gas,-950000000,5040,5060000000,10410000000,-0.3525,-3.79,1.8,2830000000,20250000000,7850000000,9830000000
Enerflex,https://companiesmarketcap.com/enerflex,Canada,Oil&Gas,-52020000,4900,760000000,1050000000,-0.0291,-8.77,0.3256,2360000000,2950000000,990000000,1900000000
Precision Drilling Corporation,https://companiesmarketcap.com/precision-drilling,Canada,Oil&Gas,190000000,4802,1020000000,1190000000,0.0772,9.2,0.7383,1440000000,2280000000,740000000,1090000000
GAIL,https://companiesmarketcap.com/gail,India,Oil&Gas,1100000000,4754,15830000000,8790000000,0.0523,27.4,0.9684,16470000000,13990000000,2160000000,5190000000
Liberty Energy,https://companiesmarketcap.com/liberty-oilfield-services,USA,Oil&Gas,730000000,4580,3730000000,1840000000,0.1469,6.41,0.7892,4740000000,3030000000,400000000,1190000000
Woodside Energy,https://companiesmarketcap.com/woodside-energy,Australia,Oil&Gas,3270000000,4427,36860000000,35170000000,0.5455,5.63,2.92,13990000000,55360000000,6490000000,20190000000
Korea Gas,https://companiesmarketcap.com/korea-gas,South Korea,Oil&Gas,610000000,4251,1600000000,7730000000,0.0562,2.9,0.0476,34000000000,41780000000,30390000000,34050000000
Plains All American Pipeline,https://companiesmarketcap.com/plains-all-american-pipeline,USA,Oil&Gas,2000000000,4100,12440000000,13730000000,0.0247,11.1,0.2588,48710000000,27350000000,8020000000,13620000000
Valaris,https://companiesmarketcap.com/valaris,UK,Oil&Gas,84200000,3933,5120000000,1990000000,0.0877,44.2,2.89,1780000000,4320000000,1150000000,2320000000
Noble Corporation,https://companiesmarketcap.com/noble-corp,UK,Oil&Gas,510000000,3800,6960000000,3920000000,0.1606,14.5,2.76,2580000000,5500000000,580000000,1580000000
ONE Gas,https://companiesmarketcap.com/one-gas,USA,Oil&Gas,270000000,3800,3510000000,2760000000,0.1033,15.2,1.49,2370000000,7770000000,3040000000,5000000000
Delek US,https://companiesmarketcap.com/delek-us,USA,Oil&Gas,51800000,3746,2020000000,950000000,0.0215,-40,0.1195,16910000000,7170000000,2760000000,6210000000
Walmart,https://companiesmarketcap.com/walmart,USA,Retail,24530000000,2100000,4.8492E+11,90570000000,0.0278,11.5,0.7471,6.4812E+11,2.5239E+11,61320000000,1.6182E+11
Amazon,https://companiesmarketcap.com/amazon,USA,Retail,40730000000,1500000,1.93E+12,2.0187E+11,-0.0115,96.5,3.42,5.7478E+11,5.2785E+11,1.3561E+11,3.2597E+11
Home Depot,https://companiesmarketcap.com/home-depot,USA,Retail,21860000000,470000,3.3999E+11,1040000000,0.1427,21.6,2.25,1.5266E+11,75870000000,52240000000,74830000000
Jingdong Mall,https://companiesmarketcap.com/jingdong-mall,China,Retail,4910000000,450679,40230000000,41350000000,0.0255,13.7,0.2839,1.5248E+11,86180000000,9750000000,44820000000
Target,https://companiesmarketcap.com/target,USA,Retail,5290000000,440000,76980000000,13430000000,0.0308,23.4,0.7364,1.0741E+11,55350000000,19640000000,41920000000
Kroger,https://companiesmarketcap.com/kroger,USA,Retail,2830000000,430000,39930000000,11190000000,0.0224,25.1,0.2701,1.5003E+11,51020000000,19830000000,39830000000
Ahold Delhaize,https://companiesmarketcap.com/ahold-delhaize,Netherlands,Retail,2490000000,414000,26760000000,16310000000,0.0341,11.2,0.2878,96190000000,52870000000,19640000000,36550000000
Tesco,https://companiesmarketcap.com/tesco,UK,Retail,1200000000,330000,26720000000,15320000000,0.0152,25.2,0.2755,79310000000,60530000000,19870000000,45200000000
TJX Companies,https://companiesmarketcap.com/tjx-companies,USA,Retail,5540000000,329000,1.0661E+11,6830000000,0.0928,27.8,2.08,52320000000,30350000000,12510000000,23510000000
X5 Retail Group,https://companiesmarketcap.com/x5-retail,Netherlands,Retail,2080000000,325000,,1970000000,0.0398,10.1,,35910000000,15060000000,8890000000,13080000000
Costco,https://companiesmarketcap.com/costco,USA,Retail,9240000000,316000,3.2388E+11,20760000000,0.0345,58.1,1.31,2.4882E+11,66320000000,9430000000,45560000000
Carrefour,https://companiesmarketcap.com/carrefour,France,Retail,1480000000,305309,11640000000,14800000000,0.0237,11.2,0.1354,93870000000,62100000000,15900000000,47300000000
Lowe's Companies,https://companiesmarketcap.com/lowes-companies,USA,Retail,11650000000,300000,1.3215E+11,-15150000000,0.093,23.2,1.56,86370000000,42510000000,40050000000,57660000000
Walmex,https://companiesmarketcap.com/walmex,Mexico,Retail,4140000000,232905,69080000000,10680000000,0.0855,24.8,1.47,48360000000,25350000000,4300000000,14670000000
Alibaba,https://companiesmarketcap.com/alibaba,China,Retail,17300000000,224955,1.7622E+11,1.6162E+11,0.1682,15.9,1.43,1.308E+11,2.5761E+11,23470000000,95990000000
Loblaw Companies,https://companiesmarketcap.com/loblaw-companies,Canada,Retail,2780000000,221000,32860000000,8770000000,0.0612,23.6,0.755,44410000000,29440000000,13720000000,20660000000
CVS Health,https://companiesmarketcap.com/cvs-health,USA,Retail,13830000000,219000,86580000000,76630000000,0.018,10.5,0.2457,3.5777E+11,2.4972E+11,79380000000,1.7309E+11
DFI Retail Group,https://companiesmarketcap.com/dairy-farm,Hong Kong,Retail,-89300000,218000,2700000000,920000000,-0.0097,37.5,0.4322,9170000000,6920000000,3810000000,6000000000
Walgreens Boots Alliance,https://companiesmarketcap.com/walgreens-boots-alliance,USA,Retail,-13670000000,206000,15390000000,27750000000,0.03,-4.71,0.1078,1.4459E+11,97820000000,33730000000,70060000000
Woolworths Group,https://companiesmarketcap.com/woolworths-group,Australia,Retail,1530000000,200364,25490000000,4340000000,0.0344,5.27,0.7516,42560000000,22270000000,10410000000,17920000000
Dollar General,https://companiesmarketcap.com/dollar-general,USA,Retail,2110000000,170000,32500000000,6450000000,0.0798,15.8,0.8764,38690000000,30620000000,18080000000,24170000000
Aeon,https://companiesmarketcap.com/aeon,Japan,Retail,1520000000,160404,18510000000,14140000000,0.0195,130,0.2822,66270000000,88480000000,23000000000,74340000000
Inditex,https://companiesmarketcap.com/inditex,Spain,Retail,7460000000,154519,1.4357E+11,20240000000,0.1752,30.5,3.75,39070000000,35490000000,6220000000,15240000000
Sainsbury's,https://companiesmarketcap.com/sainsburys,UK,Retail,390000000,152000,7740000000,9180000000,,8.38,0.1945,37980000000,33260000000,8420000000,24080000000
Empire Company,https://companiesmarketcap.com/empire-company,Canada,Retail,780000000,131000,5640000000,4060000000,0.0316,10.5,0.2502,22750000000,12310000000,5430000000,8250000000
Alimentation Couche-Tard,https://companiesmarketcap.com/alimentation-couche-tard,Canada,Retail,3770000000,128000,52720000000,13340000000,,18.1,0.7841,67930000000,36240000000,14690000000,22890000000
Cencosud,https://companiesmarketcap.com/cencosud,Chile,Retail,610000000,120866,4800000000,4900000000,0.0375,13.2,0.2936,17000000000,15560000000,6210000000,10660000000
Coles Group,https://companiesmarketcap.com/coles-group,Australia,Retail,1000000000,120000,13990000000,2220000000,0.0383,33.2,0.6101,26790000000,12100000000,5930000000,9880000000
Wesfarmers,https://companiesmarketcap.com/wesfarmers,Australia,Retail,2410000000,120000,49020000000,5480000000,0.0931,19.5,1.29,28740000000,17570000000,7390000000,12090000000
Jerónimo Martins,https://companiesmarketcap.com/jeronimo-martins,Portugal,Retail,1090000000,111321,12470000000,2950000000,0.033,15.9,0.3757,33200000000,13460000000,4050000000,10510000000
Albertsons,https://companiesmarketcap.com/albertsons,USA,Retail,1620000000,107300,11740000000,2520000000,0.0228,8.4,0.1504,79160000000,26490000000,14720000000,23960000000
H&M,https://companiesmarketcap.com/h-m,Sweden,Retail,1330000000,101103,24280000000,4410000000,0.0252,43.1,1.12,22170000000,17310000000,6870000000,12890000000
Ross Stores,https://companiesmarketcap.com/ross-stores,USA,Retail,2540000000,101000,45590000000,4580000000,0.1063,29.5,2.3,20370000000,14270000000,5770000000,9680000000
Metro,https://companiesmarketcap.com/metro,Canada,Retail,980000000,97000,11650000000,5170000000,0.0624,16.9,0.7467,15710000000,10640000000,3390000000,5470000000
Kohl's,https://companiesmarketcap.com/kohls,USA,Retail,710000000,97000,2520000000,3890000000,-0.0032,-23.2,0.1503,17470000000,14000000000,7370000000,10110000000
Gap Inc.,https://companiesmarketcap.com/gap-inc,USA,Retail,550000000,95000,8400000000,2590000000,0.0036,80.7,0.5868,14880000000,11040000000,5440000000,8440000000
Macy's,https://companiesmarketcap.com/macys,USA,Retail,120000000,94570,5290000000,4140000000,0.0536,7.22,0.229,23860000000,18110000000,6190000000,13960000000
Pick n Pay Stores,https://companiesmarketcap.com/pick-n-pay,South Africa,Retail,92900000,90000,740000000,130000000,,14.8,0.3229,5790000000,2500000000,1460000000,2370000000
Metro AG,https://companiesmarketcap.com/metro-ag,Germany,Retail,860000000,86910,2010000000,2130000000,0.0177,2.94,0.0601,32850000000,12300000000,3870000000,10170000000
Alfamart,https://companiesmarketcap.com/alfamart,Indonesia,Retail,290000000,85954,7550000000,900000000,0.0413,35.4,1.07,7020000000,2130000000,120000000,1230000000
BİM Birleşik Mağazalar,https://companiesmarketcap.com/bim-magazalar,Turkey,Retail,560000000,84319,7350000000,1090000000,0.0518,16.2,0.7336,10040000000,3610000000,690000000,2520000000
7-Eleven,https://companiesmarketcap.com/7-eleven,Japan,Retail,2000000000,84154,34110000000,27450000000,0.031,6.32,0.4311,81330000000,75440000000,27800000000,47990000000
Falabella,https://companiesmarketcap.com/falabella,Chile,Retail,620000000,81679,6400000000,8550000000,0.0181,-167,0.5023,13300000000,27340000000,3440000000,18790000000
Kingfisher,https://companiesmarketcap.com/kingfisher,UK,Retail,910000000,77701,5810000000,8460000000,,11.9,0.4044,16130000000,15660000000,3240000000,7190000000
JD Sports Fashion,https://companiesmarketcap.com/jd-sports,UK,Retail,540000000,75149,7650000000,3210000000,,59.7,0.8182,12500000000,10170000000,3060000000,6950000000
Grupo Elektra,https://companiesmarketcap.com/grupo-elektra,Mexico,Retail,850000000,71581,15390000000,5330000000,,41.9,1.55,9990000000,25040000000,3200000000,19710000000
AutoZone,https://companiesmarketcap.com/autozone,USA,Retail,3290000000,71400,51250000000,-4840000000,0.1789,20.9,2.92,17830000000,16710000000,11820000000,21550000000
Assaí Atacadista,https://companiesmarketcap.com/assai-atacadista,Brazil,Retail,590000000,70000,3750000000,850000000,0.0547,23.6,0.2991,12640000000,8190000000,4560000000,7340000000
Dollar Tree,https://companiesmarketcap.com/dollar-tree,USA,Retail,-890000000,65025,27280000000,7310000000,0.0669,23.6,0.9277,30600000000,22020000000,10380000000,14710000000
Marks & Spencer,https://companiesmarketcap.com/marks-and-spencer,UK,Retail,580000000,64000,6480000000,3470000000,,9.5,0.2713,14770000000,10690000000,4010000000,7220000000
Coupang,https://companiesmarketcap.com/coupang,South Korea,Retail,630000000,63000,37890000000,4080000000,0.0236,79.4,1.4,24380000000,13340000000,2780000000,9250000000
Nordstrom,https://companiesmarketcap.com/nordstrom,USA,Retail,280000000,60000,3110000000,840000000,0.0216,99,0.22,14690000000,8440000000,4470000000,7590000000
Fast Retailing,https://companiesmarketcap.com/fast-retailing,Japan,Retail,3320000000,59871,84370000000,13160000000,0.158,44.6,4.39,20120000000,23360000000,3170000000,10190000000
RaiaDrogasil,https://companiesmarketcap.com/raiadrogasil,Brazil,Retail,380000000,57295,8820000000,1240000000,0.0476,41.1,1.29,6850000000,4140000000,1450000000,2890000000
