element,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,CellType
a2118,4.6216031,3.771134795,1.727826647,2.004794563,0.735651011,1.246899905,1.034486804,2.129695409,2.004435803,0.733456725,3.9517992,5.581203527,1.343080256,2.331953301,1.193807241,5.91358125,1.183603013,0.041700888,1.159656001,0.756735532,1.3431447,4.30241182,1.259632619,3.497964457,0.997389392,2.188122132,1.072546664,2.193324814,1.213695133,0.895509824,1.419470944,2.945470421,1.270326205,1.093199397,0.510104228,3.81514685,3.267202459,2.405197473,2.47701134,0.954305345,0.970183086,0.577253396,1.774397394,1.344106162,0.713711303,3.175861954,1.336057496,0.755002103,2.480101585,5.267087799,CD4 T
a2119,1.916300327,1.232624626,1.18209251,1.457900197,0.461620651,1.416734109,1.974581347,1.698175417,3.732010818,1.473349172,1.070349097,2.307620079,1.286984404,0.973329567,1.683203963,2.476054876,2.779255507,2.040270305,3.39634343,4.854257413,0.629028035,0.098404326,1.281705483,2.416505937,4.768025421,1.364994174,1.227654589,1.597907143,1.122277178,4.181871489,1.357465337,0.2792218,0.37269995,3.402505239,0.899546342,5.708445671,1.555738038,0.330934755,2.587148535,1.64408778,6.288733154,0.452669865,1.640819743,0.776089792,0.361514211,5.866898109,2.610673784,0.399258574,3.373648546,1.749775165,NK
a2120,1.218072355,0.412835061,0.458790788,0.701200111,0.149200927,1.80459652,1.795895278,2.779914732,3.545095296,2.796872116,3.648493579,1.982497996,0.483342244,1.747591102,2.448492742,3.887760874,2.404792901,2.179733191,3.159339578,4.605132777,2.875143606,2.326956567,0.515153051,4.161127967,2.139687838,1.200076042,3.246956251,0.66559719,2.303780618,0.613505263,2.883623947,1.101054377,1.699092752,3.083452899,3.399269661,1.489475801,0.806810089,1.281483216,4.233658727,3.601866533,0.243559392,2.981630853,2.068201757,0.924159998,7.148568904,1.23254914,2.923141744,0.199762917,1.406925064,2.449287811,CD8 T
a2121,3.270711925,1.833848562,2.752107767,1.75102176,1.199153763,5.256293862,0.274850527,1.660242095,0.643687698,1.532791821,2.367404631,1.858050768,1.189385774,3.608624503,1.666917506,2.080103477,1.458255984,4.295528638,2.046525854,3.38143761,1.605026878,0.370276171,1.032404328,1.853233304,1.162718626,0.952910623,2.712501251,4.421245051,1.036502675,0.330226727,1.199168177,1.522456766,1.719585915,3.914471508,2.576971043,0.540873695,2.01635055,7.268568188,2.501523594,2.92858076,1.768529091,2.223814518,1.236997409,1.343780718,1.401560099,1.79952082,3.236237134,1.399525904,2.455601057,2.462410277,CD8 T
a2122,4.030660844,3.359196018,0.300696953,0.39871047,0.764490079,2.652070756,0.883364532,5.121344823,1.441939009,2.383641231,1.917737439,2.052048969,4.560232087,0.543859688,1.940821575,3.862745986,1.709726148,2.173142347,2.861562218,3.02491708,2.097565108,0.210829385,1.508283171,1.016022617,1.782172667,5.11687183,2.775422456,1.594246403,0.880328522,1.078175625,0.771982394,2.031225618,1.46791376,0.97930085,2.976348859,1.902483383,2.422532948,1.243894493,2.350832099,0.597547925,1.93303743,0.492700613,0.847433135,0.907380165,1.597982239,7.317281247,2.570197498,0.70806347,0.432459792,0.959338196,NK
a2123,0.863895605,2.428129645,2.961412701,1.402458334,2.0510261,1.608026066,1.853854741,0.90005081,1.656666543,0.692336833,1.167355447,1.62479028,2.215866995,1.198479303,0.987579139,1.515292379,1.988074398,4.979945608,2.973745535,2.975781092,1.317678556,1.631082177,3.064674535,1.594376241,1.007004849,2.322389348,4.63935737,3.913324635,3.111857735,1.245478347,2.700152965,2.957817246,3.978265078,3.604054485,3.284498047,3.916963983,1.03209825,1.122239245,1.193242367,0.650696451,4.853744922,2.71492262,0.808268771,0.254338475,3.895109066,1.061000289,1.808186397,1.363060999,1.90499263,4.568523038,CD4 T
a2124,2.504676824,1.947107364,0.43786009,2.988768082,1.438014839,1.595090746,2.803959843,2.25632051,0.964954912,0.901007219,2.499397183,2.013558212,3.016557304,1.3852209,1.977367179,2.976327581,1.374618347,2.495814512,1.415804908,4.594438479,3.438498991,2.343203163,2.190626962,1.093547151,2.315525112,2.731816888,0.651920378,1.138960009,1.853015213,4.492346838,5.07188359,5.089063611,1.885821238,4.062559598,2.51357564,1.604166056,0.704642482,1.701731892,2.266450507,1.613141202,1.299543213,0.707123963,0.851306699,3.061187575,0.46246571,1.45819348,2.015784444,1.094403979,1.022396908,0.817987233,CD4 T
a2125,4.13353186,5.223386695,1.983572772,0.798608669,0.277536487,3.949646299,1.389028028,0.922417311,4.515545644,0.556050885,1.960895368,2.628253282,3.121998652,3.114109798,2.360765659,3.314574963,1.156848786,5.284995925,4.534661985,1.881372832,1.085131884,0.366309868,0.555115577,5.740405957,1.110234964,1.219433674,4.384822264,1.113297168,5.288828433,1.471064722,3.240715178,1.237492487,1.904824243,1.124393567,1.94929413,1.121218092,2.501897748,0.427196597,1.506047275,1.094310964,0.181553127,3.551209944,0.471766638,0.969080978,1.058776982,3.365097068,0.739769793,0.763988705,2.035262286,2.818358674,CD4 T
a2126,1.489606531,3.077722248,0.29760178,2.121914322,3.87908481,2.025420325,0.544618009,4.393312851,0.919031684,2.542247188,1.291547169,1.984808914,5.667265219,2.342668775,1.127644556,2.535936601,0.74924172,2.32394568,1.702255486,4.258323099,3.300769781,5.670653089,3.036044995,1.226858366,1.890005088,2.548343388,0.096079938,5.551714738,0.203869094,1.574473359,2.426821293,1.903210017,0.521656148,1.252761365,0.904704718,1.596185988,1.418946241,0.577388443,3.555268778,1.499828058,2.52585542,1.900997013,1.286562356,1.041058548,0.464349894,0.519364691,4.098769656,1.714874217,0.407172998,0.705016814,CD4 T
a2127,1.090005736,1.619352183,1.483605498,1.076068963,1.521849965,0.798311108,2.021949225,2.40065173,1.15121356,1.226192724,1.904599317,1.417381267,0.457518094,3.671367922,4.903177506,4.229844726,0.865915616,1.001522135,1.77339093,2.059901166,1.394609047,3.576782457,1.781726011,4.045866912,0.358072918,2.784886119,1.702432667,1.073779112,2.495159283,2.955341809,0.938989046,3.033840206,1.274588372,0.269825935,0.88252617,0.25709308,2.94786916,5.63827396,1.694835893,2.705967877,3.379495846,2.403518356,1.876580199,1.103514718,5.868368902,2.492912859,5.928215351,3.326684201,1.04820217,2.382388299,CD4 T
a2128,1.895730813,1.642416641,3.298350824,0.611920483,0.428961681,0.85146135,0.171005367,2.098277249,0.256178692,6.767964484,2.021766894,1.68998858,0.786686116,1.375090657,0.769988543,2.670681953,2.287854787,1.399483169,0.737338328,0.889782891,1.841238811,3.658166349,1.771449291,2.070216172,2.752814718,2.356226297,0.615770819,1.917033837,2.615746506,2.629831156,4.378284904,2.165541742,1.253298188,3.625950129,2.008001067,2.078059322,1.902434886,1.007123872,4.995893231,2.161220269,0.952454879,0.585300187,3.884850667,1.573479833,1.367601192,1.316096573,1.231462957,2.568414721,2.405109046,1.320678051,B
a2129,3.842979323,2.95536896,1.067416194,0.470499388,2.364180878,0.486480414,1.906570871,1.787837772,1.664631144,3.366608577,1.219445191,3.565329059,0.900919799,2.493600155,2.910483535,6.858548594,1.323453788,5.555339548,0.695435363,1.671377968,0.215497194,2.805608769,0.990853765,0.253384167,5.530144007,1.678476374,0.833797796,4.75218099,1.578848515,2.481203562,0.027492513,2.305885663,2.511096543,2.331683508,2.757508553,4.377633639,2.091441496,0.90859924,0.798192509,1.641568638,2.302336643,0.954807964,4.118100387,3.758049372,0.232613772,3.303275048,0.980791727,0.936518784,2.293980689,0.242792344,CD8 T
a2130,4.353471542,2.259629229,0.975121341,2.234660062,4.635803549,2.60179253,1.500593918,0.931002358,1.344002975,1.954776415,1.639170321,1.85439919,1.099627278,1.411372513,0.910225687,0.687539135,2.209531163,0.682206872,5.096495575,2.266644168,1.213144257,1.886729065,0.363566012,3.093596634,0.307080756,0.789565628,0.476202596,1.202599325,4.053367029,2.644622383,2.730627916,0.529821231,0.632095848,0.922477228,2.015978781,2.07518306,2.318445195,0.223295314,1.205325193,3.99554282,0.923408123,2.652251345,3.131892672,1.643675087,0.741365419,5.608058061,1.346114963,1.309437426,0.8214442,6.484320518,NK
a2131,1.021715937,2.519174792,5.179725796,3.067747925,0.408899531,0.45124814,2.570027511,1.933513191,1.978604655,0.897614286,2.124456735,0.877060144,0.530796568,2.03123268,1.19418863,1.064157092,0.973909957,1.216291595,0.835289567,1.375334385,1.709403376,2.172679005,1.305652239,2.052126789,0.284055731,0.571670542,1.105839799,1.939653744,0.89847525,2.093162265,1.520033304,3.220705949,0.518119362,1.457524204,1.689789123,0.427779298,0.894972031,0.478236833,1.858226385,0.754934171,0.808558361,2.082801725,1.856809966,0.267798057,1.875859703,0.983187734,1.98848378,2.995254053,2.988151163,1.357052157,NK
a2132,1.133986316,1.935254906,1.332289925,1.478150408,1.674072068,2.975015446,2.163254293,1.096246013,0.524881174,2.101698225,1.378080502,4.289801451,5.636445736,3.46316914,2.984750062,0.18562901,1.829431242,0.295991307,3.078671278,4.986705904,1.554070607,0.629136771,5.931667017,0.893655288,2.348385527,2.017176613,0.960701073,0.59074082,1.154057372,3.262837399,1.624462562,4.019694478,0.829230572,1.417056664,1.994866861,1.550223354,2.624067449,2.585426949,1.355917473,4.718594994,0.678123016,2.658886764,3.302612717,3.818942539,0.529862694,2.687980466,0.637909928,6.24357284,0.859844555,2.350659511,CD4 T
a2133,1.620054545,2.624228407,1.981221277,0.354174519,0.705633006,1.129035753,1.254833076,3.254135454,1.026576799,0.271753906,3.010182034,1.136850605,1.403167978,0.781996095,3.991869284,3.943355448,3.522632801,0.891990404,0.892671536,4.838514261,1.651727894,3.073751057,1.369654695,0.459971065,4.984375774,0.763410034,1.118514669,4.354875963,1.230554861,1.184166876,2.307528475,0.655894317,0.85801889,2.593618589,1.073296389,4.973289925,3.498833363,3.181018662,0.654320078,1.416991999,3.710979934,1.335718203,3.142380839,0.832498265,9.453688994,4.069064561,1.420474317,2.883728931,1.652402425,2.869546048,CD4 T
a2134,1.178585644,1.172694112,1.630669884,0.556701135,0.687095251,0.221839798,1.314202782,1.313144629,1.009172755,0.595780899,2.461575558,6.372970346,1.166711423,1.418501114,2.37012441,0.707585106,1.729041883,0.715338029,1.132797929,3.26519909,2.408625025,1.059736724,3.751708517,3.186896206,1.4080817,0.809731084,3.618699953,1.843623895,0.310821652,0.548684229,2.182170557,2.673415559,3.81057861,3.741487864,3.058768575,3.412065035,0.726936624,5.384364226,3.732917413,1.308214175,3.099688829,2.730866864,2.972904219,2.551104365,0.695556514,1.486464312,4.250992198,0.119832049,1.186796041,0.595006843,CD4 T
a2135,0.682234945,1.748997215,4.418828907,0.47663098,1.921909436,0.63146385,3.743774771,3.929347854,0.486932713,1.61339646,0.982946123,1.579111575,3.220677146,0.156319053,1.959014559,1.245194941,1.408821166,1.735144929,0.790916415,7.692962614,0.935350281,0.780033715,1.419021993,3.977724876,1.15003197,5.625987165,0.516016822,0.678874939,1.681153096,2.022828518,2.27893151,1.312558455,2.506053333,2.840225378,2.968566714,0.74732229,0.971516452,0.769478693,3.37890125,3.625555327,1.145081874,0.724622426,6.448928906,0.447398964,0.499969402,2.177631494,0.554111047,0.736629192,1.726691596,2.330984279,CD8 T
a2136,3.915769856,1.860732067,2.168619673,1.034725594,4.137047384,0.882506134,0.526108224,1.693004878,2.626100898,7.045302592,4.317561587,5.562779239,2.415157587,1.187321351,0.86157077,3.035609558,0.141155749,5.50747741,0.173360378,2.685073841,1.519285364,0.658919206,1.829000658,1.585954055,3.950450324,1.447001754,0.544534846,0.394273249,1.713831387,2.684319722,1.675316704,2.462927634,3.189041145,0.978696779,1.833715316,0.532122731,1.629669594,1.709403112,0.090977879,3.245690694,3.044806818,1.246347762,2.564009704,4.687679827,3.438489862,2.121708486,2.283014275,1.210234722,0.880795282,0.63495595,NK
a2137,1.937637425,5.270691966,3.533039693,4.230463864,2.59181957,2.130860674,0.727491328,2.789990296,1.122013004,2.545606468,2.129736798,5.189727319,1.500102939,2.424295677,2.117285802,4.613225179,0.516091241,0.49308713,1.201046331,1.422253322,0.677697346,1.011236406,2.513860325,1.311341045,1.176919249,1.964218304,1.066048607,1.983331493,3.955669359,0.834150688,2.21059191,2.283387651,4.736248865,2.634123062,4.113808947,4.348156441,0.544903814,2.717874572,3.932754529,1.628772072,3.249899945,4.511088246,0.541900217,1.008778485,3.442293794,0.917290073,1.886945734,1.972475827,1.62791245,1.81731032,CD8 T
a2138,0.409515698,1.371272756,2.145845359,0.481083628,0.330611461,1.044232177,0.887963342,3.252505087,2.25689341,0.23190414,0.274661096,3.600323844,6.23239449,2.455510061,0.234426974,3.829087175,1.691872986,1.270014837,2.480145386,0.076573155,3.792699108,0.425145454,1.607851748,1.72686164,2.424851479,3.890239804,4.06226163,2.259138136,1.632267905,2.1258653,2.126382461,9.980658806,1.763057362,1.954806213,0.804335662,1.597612645,1.342092047,1.354292324,1.994863721,1.271876369,2.209040269,0.77089881,5.335804929,2.41458232,1.580624994,1.888825021,1.247470866,2.509846185,1.724032827,1.325005344,B
a2139,2.112403405,4.172309128,3.564018982,2.124647812,2.254370353,2.286263296,2.365791621,3.46659287,1.15751435,0.999744279,1.334192853,1.741659119,0.918313364,0.519678522,3.763364513,2.26597187,1.996088427,2.625597707,2.036469709,1.248361021,3.398933069,2.933331239,1.958083375,0.986555853,0.975422155,2.570060933,8.038077106,4.196379157,1.783860166,11.12822485,0.374265258,4.158864135,0.985273883,2.193186035,2.283510614,1.33173498,2.602548364,0.274966722,3.104946377,2.057945722,1.653423732,2.288333688,5.616347573,1.329852964,2.781206927,1.309560024,1.932214091,3.040533397,2.984572241,2.768355694,NK
a2140,3.124414542,2.005813912,1.517386046,1.43019481,0.178193373,2.84175928,2.559634247,1.170655635,2.840398883,1.541938495,1.974500883,1.319333462,2.361886328,2.229293224,1.170464362,1.858902296,0.534807353,1.83236967,1.430273978,3.123665483,7.661062705,3.090834113,1.870619478,2.178647122,1.63947569,5.813110635,3.304953687,0.588027477,3.200427088,2.506742942,1.621899276,2.511319148,0.878483984,3.482277775,1.667963601,1.368302545,1.237497803,1.264222549,1.806269908,4.398724045,2.120283714,1.95009631,1.800816847,1.664665482,0.481660621,2.020584892,2.956435227,3.169809558,1.478733692,2.745980387,CD4 T
a2141,2.295863585,2.488513873,3.949982787,2.181403088,3.092503765,0.181023993,2.276132965,0.632716817,1.7477472,0.494484492,2.515054738,2.127131579,2.852020013,0.17110253,0.400390832,2.523624731,1.537573456,1.009329326,0.938969113,1.788515126,3.930280992,3.214592099,2.0961638,1.937287873,1.524421146,2.469665306,0.292070101,1.609321115,0.543778223,1.417023738,0.487553989,1.067480746,1.874879543,2.696820671,2.223420368,3.069456361,1.613082251,1.098933898,3.614837752,1.653724334,3.569816821,0.541590012,1.953413314,2.442404554,1.189834832,0.795019849,0.27589843,1.201134633,2.422034149,1.260279235,CD4 T
a2142,0.314099585,2.561894676,3.254428079,0.970033534,1.963173277,2.963451881,1.029230872,5.825473747,1.555612903,2.497253276,3.772412248,1.523539001,0.521999886,0.865314129,1.394437588,1.557591456,1.330004875,0.181394923,1.476148621,1.168081882,0.743578533,3.32505203,1.199808301,3.254043876,1.399698221,0.962524969,1.253429638,0.497159362,2.416024427,3.151401955,3.009407302,1.504672216,3.778786242,2.93778554,0.243687134,5.038359279,2.214616123,4.068421997,0.978088983,3.570331189,4.281257073,0.52738555,0.142321008,2.64051456,2.3156171,0.819035301,2.208461804,2.948768234,3.248198041,0.775420248,CD4 T
a2143,1.311654206,2.154044479,1.410954949,1.319593556,0.714460807,1.220726883,1.48374653,4.695274859,0.910054533,0.328624244,1.5260148,0.982766994,1.097737254,3.229793215,2.871104982,0.635467375,2.059902032,2.501982018,0.395623898,1.2492643,3.247253524,3.683359392,0.649428018,1.816454142,0.998427019,3.979915821,2.627908275,0.163449827,1.790701501,1.010533296,2.071831018,1.76057608,0.883588177,4.314901267,0.594611962,2.74130063,1.471841325,1.645919773,1.630947796,1.041726286,0.584606942,4.318236021,3.936893742,0.220243487,5.483995004,1.819840694,3.669467692,1.967876888,2.08551618,3.187729967,CD8 T
a2144,1.648851995,0.418610224,3.097635445,1.894891539,1.179939211,6.767055821,0.724820428,0.766657101,3.566209468,1.631950568,5.343306339,1.657358782,2.054678286,2.874426093,1.206892101,1.146707777,2.982192183,1.765088881,1.206576132,1.352502533,0.671494779,0.739441255,2.771344067,1.953965242,0.80368195,0.54354594,1.110095709,0.368152922,3.582033983,1.352505685,1.18246863,0.381025183,1.887139099,1.232864799,2.489577436,1.282470243,0.899400148,3.021606046,2.911285494,0.185535593,2.722593144,1.383455285,1.18776292,0.615411423,1.59356101,3.518487135,1.672650707,1.520811764,0.248663831,2.608126625,B
a2145,7.417135029,2.842665575,3.040846954,2.299098303,1.024224413,1.313036188,1.25118728,0.389113221,0.611866329,2.400877591,0.959134762,0.936309902,1.40697961,2.596906541,0.589172212,1.033913342,0.761124971,0.784015938,1.14932808,1.927593431,3.621105716,0.639990554,2.340446368,0.889705635,5.733439481,0.382813355,1.757256441,3.047796937,0.20000961,0.704368263,2.81781227,1.960030403,1.568612094,1.167418211,1.390557577,2.479465593,5.554124955,1.257620199,1.804102347,0.288616765,2.802836461,5.901214234,1.703357793,1.071334737,0.202992289,1.375476126,1.133952891,1.358646512,2.7525461,2.835485542,NK
a2146,5.299706157,1.492622449,3.353217363,1.647994238,9.960143782,4.311131821,3.277515072,1.37461127,1.046179343,1.862216902,1.50744525,1.084905669,1.594897434,0.749257985,3.214977555,0.540450289,1.188533188,0.498244341,1.458387417,1.132457763,0.867688263,3.075667165,1.502039286,1.828283279,1.442290565,0.505369167,1.289505108,1.949741798,0.423439767,2.307068797,1.213942215,1.62609022,0.337576724,2.313637235,4.830594252,0.673252554,0.175112645,4.04795476,0.125052796,1.159307953,1.427940446,2.524419892,1.627464541,2.462194106,0.720621297,1.468038827,4.483558178,0.365077502,3.077895719,1.359139516,B
a2147,2.312227479,1.262782277,0.513679671,3.684911446,2.237969436,1.043621081,0.443770689,2.904875408,2.56018314,4.055325937,0.606608851,1.790426008,0.883483421,3.302325531,0.740687513,1.114849262,1.355554418,2.779838684,1.969664356,1.695969592,1.608638294,2.639877396,3.145874555,0.844593943,1.703625604,1.222572098,2.924668294,2.27178661,0.684051532,1.655411285,1.329230662,0.557785835,5.071759986,2.14919076,1.173708156,1.077363406,2.696378725,0.614477533,3.235746434,1.568309609,2.370760045,0.505824677,2.278602179,6.537694145,0.504152019,0.315105527,1.216051236,0.735821128,2.360807545,0.14937078,CD4 T
a2148,0.63248339,1.002736949,3.074132166,1.562570938,2.560360022,1.583531906,0.467693292,1.894761536,5.313976877,5.160556487,1.651395454,0.234164424,1.154609508,4.796082885,3.755075352,0.578262205,1.077122493,3.523342079,3.534322778,0.938628153,0.63586658,0.906840971,0.340744628,0.956486077,0.526009859,0.994446721,1.321035969,2.095719848,1.67465515,0.931295431,1.717442333,1.617055529,0.89033919,5.294256542,0.929121651,1.206941713,1.554240365,3.29033447,1.365591979,0.229958297,1.282753473,1.008641062,3.764866028,0.931140312,0.724135148,3.615794618,0.977605361,4.529341243,1.994605512,4.39448587,CD4 T
a2149,3.128206405,0.67452542,0.672347123,2.116062869,3.591420091,2.689253573,2.819552295,0.704192828,0.778133433,1.66831311,0.982446413,2.685868172,5.92335253,0.690357155,3.138206583,2.934403301,3.093446367,0.438287433,3.274220163,6.582120082,1.779130728,2.471400409,9.575932246,3.431226464,1.681452894,1.822642512,3.348566663,3.452734936,2.557925791,0.943286791,0.454781632,1.928837723,1.213226841,1.117812629,3.413704407,4.24095492,0.382438475,0.979097131,0.74777621,1.610871379,0.234440558,0.962703959,0.576011925,2.701139314,2.874216534,1.599862908,1.668855507,0.233481957,1.159018292,3.409712055,NK
a2150,2.284675933,1.535374594,1.92908774,1.523696777,1.82718661,1.282424692,0.442162046,0.734297566,1.646751873,1.417874773,0.556780185,0.952769874,3.367660004,0.461775525,3.027385697,1.471347348,0.972340676,1.030180285,2.255388919,3.822084008,0.457958639,0.709464525,1.847945145,3.702339471,1.577872188,3.914523495,0.79339075,1.036639079,0.821923875,0.547227538,5.152648118,1.650822346,1.48910541,1.928785777,2.488868829,2.565468756,1.569608505,0.34893463,1.352409973,0.577944746,4.01327817,0.825635269,1.755378338,3.885255943,1.695587523,2.732359037,2.373304919,2.793600598,1.27044658,3.959272347,NK
a2151,1.988724601,6.133805571,2.34142971,3.157902907,3.189836293,0.829781941,4.24931069,5.295541701,2.078526193,0.385069425,1.113223072,0.56501993,1.102981821,4.77101602,1.339336154,1.479377253,1.364623219,1.165185956,1.382715112,1.693004579,2.225723646,1.045159053,1.07441316,5.700277265,1.621076065,1.907098578,2.153251791,0.378836365,2.221700799,4.479784279,2.139541169,0.250422473,3.10232518,3.796347506,2.896486332,0.995667737,0.577120995,1.304570358,3.425673041,1.8042615,1.907772625,0.578447169,0.628703433,0.639547489,0.275790473,1.829099674,2.454840792,2.102407347,2.065200006,4.507183678,CD4 T
a2152,1.645905676,1.700337726,7.879163469,1.019723354,1.396163028,6.044403568,1.397236021,0.929398146,3.869131168,1.764764046,2.736088984,2.527075117,2.321709421,2.312082197,2.029035361,1.115114507,2.478076213,4.041822587,1.73717717,1.640115609,0.61717895,0.90541608,1.40376554,0.575391406,0.837732223,0.339023419,1.269630304,2.456162124,1.600124013,3.105375213,0.536904927,0.287833578,1.301953494,0.961733639,1.819943868,2.389699191,0.584876258,2.069738823,6.336709062,0.235609047,0.639037108,0.90013147,4.38045681,2.950304803,1.940385325,2.726236573,2.395081989,1.464599683,2.345359634,1.399610049,CD4 T
a2153,1.228763363,1.130991755,1.805075046,1.10453035,1.020360873,1.544143431,0.629079702,0.09508574,4.111664544,1.08060993,1.906876196,1.082098405,2.498076876,1.465089505,2.468121628,0.60072201,0.895120699,2.812553878,1.443696603,2.22126944,0.468088027,1.776293063,1.667942598,0.867684142,4.828612726,6.654055461,0.90133474,1.496390286,0.931037226,1.120094171,1.160337035,2.163259413,3.213208582,1.316740642,1.927011899,1.431974615,1.12660468,2.18690763,0.77305009,2.643133661,3.346354664,1.034042503,1.483270123,1.026989732,3.328878272,1.610153795,0.636485248,1.437181477,2.276012448,2.285147795,B
a2154,2.792961761,2.550147915,0.813175866,0.077905441,2.171984776,1.929425773,0.422582823,1.617432164,1.468790544,6.109735978,0.626070882,4.08456142,2.054225815,1.386637918,7.786073571,0.500918389,5.007241843,0.405028054,2.026263956,1.01254513,1.435313304,0.461431009,0.724631256,4.218278321,3.421429414,1.758882902,4.625476595,1.586473101,0.751001038,0.633638308,1.016270061,1.101030559,1.89033231,0.056099863,0.835599626,6.51789036,1.965769399,1.033681478,2.531989399,2.689902281,3.407488094,1.734890507,3.898028649,4.500657735,3.226884615,0.66286392,3.191527235,2.259399675,1.058567564,0.587548318,CD8 T
a2155,1.995589601,1.333170674,0.745097421,2.374625445,1.652051356,3.127007107,1.678558956,1.731757871,6.937154539,1.237039564,2.838514691,2.143865839,1.39755972,4.321388774,3.386113705,1.578950008,1.507766072,2.612780886,0.302156657,0.523028749,1.385220024,1.60672761,1.087175086,1.511226377,1.935085907,1.576046227,0.56325824,1.154784396,1.751569811,1.691433141,1.099410437,2.067708892,2.214049184,5.277243729,1.664214592,3.375017095,0.571378392,1.742827173,0.4883393,0.971278636,5.016495509,1.424260207,0.617197223,2.265779758,1.88237108,0.8159942,0.632676666,1.368243872,2.888857898,0.646914333,B
a2156,4.358527385,2.321052752,0.171110679,1.963933895,0.398209216,1.99513476,1.601916787,1.501791939,0.245688144,1.716450172,2.472619161,0.758500815,3.220752133,0.976619412,2.386035122,1.292116123,1.139498058,1.968131686,3.941214757,1.901152021,2.637436938,1.073375141,2.642525246,0.090211226,8.05993365,0.463183262,2.011349912,1.835491349,1.249556711,1.682043941,3.06116421,2.946386588,0.887536813,0.661499963,1.962755343,4.867587542,2.614040702,1.897323569,1.169686917,0.551393237,0.890262796,1.135750819,0.677821008,0.97013804,1.540558193,1.487644228,1.522874588,6.13284067,0.545453741,0.31693104,CD8 T
a2157,0.557787728,0.509082916,2.879763748,2.170137599,1.331623732,1.147159224,1.023975305,0.962376556,3.293115561,2.516793313,1.87879463,1.824108836,4.723609009,1.167894619,3.213437386,0.317941425,0.770031772,2.795987606,4.671442258,1.059684703,0.821967286,1.573817806,4.767116549,1.197342112,4.754664077,2.801435503,1.125829667,1.538929345,3.146665123,1.519197001,0.307374585,2.743234124,1.797716605,3.854577868,2.910588431,4.076046338,0.828432389,1.881630762,4.125076525,2.311736612,3.102734554,1.07863968,2.295973668,0.467352867,1.750816364,2.405818657,1.220401618,0.440199389,5.124529871,2.883802402,CD8 T
a2158,5.244856695,1.859438189,1.068215682,1.262930213,3.218869926,0.998777335,0.749498407,2.705416546,3.868379458,0.45499322,7.243962273,2.17756708,0.643472637,2.037396233,0.355651072,1.740868596,4.233953882,2.421282004,0.84412031,3.14350793,4.363762979,1.419742385,0.745983503,1.312101624,0.991433353,0.980116923,4.18866221,0.666262902,1.653576602,2.389638274,1.045790776,0.926319785,0.875434788,0.810294478,0.657066516,0.906238671,4.468795106,4.634124808,1.232575748,2.08860376,3.623562515,3.799614698,0.863149023,3.485455085,0.766032536,2.829449001,0.778692231,0.891055832,2.194513229,1.152733336,B
a2159,2.360416843,1.069795326,0.865999297,0.804758453,2.70036539,1.200189608,0.372760458,2.375634036,2.670707183,5.202331495,1.366084451,1.266460059,4.475245264,1.545796529,0.446400311,3.803467579,0.332810201,1.88558518,4.004294324,0.737708206,3.460320759,1.363452394,3.155037622,0.915798859,0.696254705,2.004769118,0.890319751,2.427954485,3.042998072,3.269879512,0.345348259,6.228830266,1.443466472,1.180489187,2.172685756,2.008094081,1.031170153,1.937629642,2.0463324,1.14645432,0.373987474,1.999848904,1.196685311,1.293279313,0.753709843,1.782769851,2.120306888,1.375318189,2.864219989,1.606139529,B
a2160,0.893384718,0.4520645,1.19460497,3.293907032,3.038249396,2.586916058,0.889326323,0.526774012,0.516680117,2.174070572,1.271690147,1.776788031,4.008502025,2.23908871,1.212133597,0.898076412,1.682332715,2.600405234,4.186407626,0.978343514,1.866704569,2.624193293,1.341798472,1.244085146,1.974909937,8.259746709,7.000571737,0.822262572,1.582953657,0.904751357,2.371235879,2.351142377,0.645750468,0.364728364,1.027561513,2.241704608,2.055444778,0.514529008,3.010175164,0.14157625,3.124845344,3.961341645,4.647479076,0.561738249,1.653675413,2.142874706,1.577711215,2.506595403,2.894904343,3.750600082,CD4 T
a2161,1.036228953,2.41965134,1.520419188,3.395297479,1.638999513,3.386993293,2.507150886,1.58781832,3.347710634,1.788118733,2.716566634,0.598764612,2.180574384,1.170842191,1.028763936,4.240056638,1.55811262,2.620273512,5.042103368,0.911343468,1.84152087,0.480209391,5.089378156,0.538913204,0.862005607,1.019619566,4.557525992,1.296772055,0.354876557,6.099426378,0.464105992,2.860606815,1.432747069,2.034712675,3.074625596,2.510509483,1.415392891,2.443643316,2.224085351,1.936548975,0.408609966,1.571222702,1.15034455,0.794655103,5.634631879,0.835863796,1.840296912,2.973110344,1.336778928,1.413455229,B
